Ainok Guide,아이녹 길잡이,생물 — 사냥개 정찰병,"아이녹 길잡이가 전장에 들어올 때, 하나를 선택한다 —
• 아이녹 길잡이에 +1/+1 카운터 한 개를 올려놓는다.
• 당신의 서고에서 기본 대지 카드를 찾고 당신의 서고를 섞은 다음 그 카드를 당신의 서고 맨 위에 놓는다."
"Alesha, Who Smiles at Death",죽음에 웃음짓는 알레샤,전설적 생물 — 인간 전사,"선제공격
죽음에 웃음짓는 알레샤가 공격할 때마다, 당신은 {WB}{WB}를 지불할 수 있다. 그렇게 한다면, 당신의 무덤에 있는 공격력이 2 이하인 생물 카드를 목표로 정한다. 그 카드를 탭되어 공격하는 채로 전장에 놓는다."
Alesha's Vanguard,알레샤의 선봉대,생물 — 오크 전사,"질주 {2}{B} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Ambush Krotiq,매복 크로틱,생물 — 곤충,"돌진
매복 크로틱이 전장에 들어올 때, 당신이 조종하는 다른 생물을 소유자의 손으로 되돌린다."
Ancestral Vengeance,조상의 복수,부여마법 — 마법진,"생물에게 부여
조상의 복수가 전장에 들어올 때, 당신이 조종하는 생물을 목표로 정한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다.
부여된 생물은 -1/-1을 받는다."
Arashin Cleric,아라신 성직자,생물 — 인간 성직자,"아라신 성직자가 전장에 들어올 때, 당신은 생명 3점을 얻는다."
Arashin War Beast,아라신 전쟁 야수,생물 — 야수,"아라신 전쟁 야수가 하나 이상의 방어생물에 전투피해를 입힐 때마다, 당신의 서고 맨 위의 카드를 구현화한다. #(해당 카드를 뒷면 상태의 2/2 생물로 전장에 내려놓는다. 그 카드가 생물 카드라면 언제든 마나 비용을 지불하고 앞면 상태로 뒤집을 수 있다.)#"
Arcbond,번개묶기,순간마법,"생물을 목표로 정한다. 그 생물이 이 턴에 피해를 입을 때마다, 그 생물은 다른 각 생물과 각 플레이어에게 그만큼의 피해를 입힌다."
Archers of Qarsi,카르시의 궁수들,생물 — 나가 궁수,"수비태세
대공 #(이 생물은 비행을 가진 생물을 방어할 수 있다.)#"
Archfiend of Depravity,타락의 대마귀,생물 — 악마,"비행
각 상대의 종료단 시작에, 그 플레이어는 자신이 조종하는 생물을 최대 두 개까지 정한 다음 나머지 생물을 희생한다."
"Atarka, World Render",세상을 찢는 자 아타르카,전설적 생물 — 용,"비행, 돌진
당신이 조종하는 용이 공격할 때마다, 그 용은 턴종료까지 이단공격을 얻는다."
Aven Skirmisher,에이븐 척후병,생물 — 조류 전사,비행
Aven Surveyor,에이븐 측량사,생물 — 조류 정찰병,"비행
에이븐 측량사가 전장에 들어올 때, 하나를 선택한다 —
• 에이븐 측량사에 +1/+1 카운터 한 개를 올려놓는다.
• 생물을 목표로 정한다. 그 생물을 소유자의 손으로 되돌린다."
Bathe in Dragonfire,용의 불에 잠기다,집중마법,생물을 목표로 정한다. 용의 불에 잠기다는 그 생물에게 피해 4점을 입힌다.
Battle Brawler,전투 싸움꾼,생물 — 오크 전사,"당신이 적색이나 백색 지속물을 조종하는 한, 전투 싸움꾼은 +1/+0을 받고 선제공격을 가진다."
Battlefront Krushok,최전방 크루쇽,생물 — 야수,"최전방 크루쇽은 둘 이상의 생물에게 방어당할 수 없다.
당신이 조종하는 생물 중 +1/+1 카운터를 가진 각 생물은 둘 이상의 생물에게 방어당할 수 없다."
Bloodfell Caves,핏자국 동굴,대지,"핏자국 동굴은 탭된 채로 전장에 들어온다.
핏자국 동굴이 전장에 들어올 때, 당신은 생명 1점을 얻는다.
{T}: {B} 또는 {R}를 당신의 마나풀에 담는다."
Bloodfire Enforcers,혈염술 집행인,생물 — 인간 승려,혈염술 집행인은 당신의 무덤에 순간마법 카드와 집중마법 카드가 있는 한 선제공격과 돌진을 가진다.
Blossoming Sands,꽃피는 사막,대지,"꽃피는 사막은 탭된 채로 전장에 들어온다.
꽃피는 사막이 전장에 들어올 때, 당신은 생명 1점을 얻는다.
{T}: {G} 또는 {W}를 당신의 마나풀에 담는다."
Break Through the Line,전선 돌파,부여마법,{R}: 공격력이 2 이하인 생물을 목표로 정한다. 그 생물은 턴종료까지 신속을 얻으며 이 턴에 방어당할 수 없다.
Brutal Hordechief,잔혹한 군단장,생물 — 오크 전사,"당신이 조종하는 생물이 공격할 때마다, 수비플레이어는 생명 1점을 잃고 당신은 생명 1점을 얻는다.
{3}{RW}{RW}: 당신의 상대가 조종하는 생물들은 이 턴에 가능하면 방어해야 한다. 그 생물들이 방어할 생물은 당신이 선택한다."
Cached Defenses,숨겨진 방어구,집중마법,강화 3. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 세 개를 올려놓는다.)#
Channel Harm,피해 돌리기,순간마법,"이 턴에 당신과 당신이 조종하는 지속물이 당신이 조종하지 않는 원천들로부터 입으려고 하는 모든 피해를 방지한다. 이렇게 피해를 방지하면, 생물을 목표로 정한다. 당신은 피해 돌리기가 그 목표에게 그만큼의 피해를 입히도록 할 수 있다."
Citadel Siege,성채 공성,부여마법,"성채 공성이 전장에 들어오면서, 칸 또는 용을 선택한다.
• 칸 — 당신 턴의 전투 시작에, 당신이 조종하는 생물을 목표로 정한다. 그 목표에 +1/+1 카운터 두 개를 올려놓는다.
• 용 — 각 상대 턴의 전투 시작에, 그 플레이어가 조종하는 생물을 목표로 정한다. 그 생물을 탭한다."
Cloudform,구름의 형상,부여마법,"구름의 형상이 전장에 들어올 때, 구름의 형상은 생물에 부여하는 마법진이 된다. 당신의 서고 맨 위에 있는 카드를 구현화하고 구름의 형상을 그 카드에 부착한다. #(카드를 구현화하려면 해당 카드를 뒷면 상태의 2/2 생물로 전장에 내려놓는다. 그 카드가 생물 카드라면 언제든 마나 비용을 지불하고 앞면 상태로뒤집을 수 있다.)#
부여된 생물은 비행과 방호를 가진다."
Collateral Damage,부수적 피해,순간마법,"부수적 피해를 발동하기 위한 추가비용으로, 생물 한 개를 희생한다.
생물이나 플레이어를 목표로 정한다. 부수적 피해는 그 목표에 피해 3점을 입힌다."
Crucible of the Spirit Dragon,신령 용의 유폐지,대지,"{T}: {1}을 당신의 마나풀에 담는다.
{1}, {T}: 신령 용의 유폐지에 저장 카운터 한 개를 올려놓는다.
{T}, 신령 용의 유폐지에서 저장 카운터 X 개를 제거한다: 원하는 색의 조합으로 마나 X 개를 당신의 마나풀에 담는다. 이 마나는 용 주문을 발동하거나 용의 능력을 활성화하는 데에만 사용할 수 있다."
Crux of Fate,운명을 결정하다,집중마법,"하나를 선택한다 —
● 모든 용 생물을 파괴한다.
● 용이 아닌 모든 생물을 파괴한다."
Cunning Strike,교활한 일격,순간마법,"생물과 플레이어를 목표로 정한다. 교활한 일격은 그 생물에 피해 2점을 주고 그 플레이어에게 피해 2점을 준다.
카드 한 장을 뽑는다."
Daghatar the Adamant,단호한 다가타르,전설적 생물 — 인간 전사,"경계
단호한 다가타르는 +1/+1 카운터 네 개를 가진 채로 전장에 들어온다.
{1}{BG}{BG}: 생물 두 개를 목표로 정한다. 첫 번째 생물에 올려진 +1/+1 카운터 한 개를 두 번째 생물에 옮겨놓는다."
Dark Deal,암거래,집중마법,각 플레이어는 자신의 손에 있는 모든 카드를 버린 다음 그보다 한 장 적은 수만큼의 카드를 뽑는다.
Defiant Ogre,저항하는 오우거,생물 — 오우거 전사,"저항하는 오우거가 전장에 들어올 때, 하나를 선택한다 —
• 저항하는 오우거에 +1/+1 카운터 한 개를 올려놓는다.
• 마법물체를 목표로 정한다. 그 마법물체를 파괴한다."
Destructor Dragon,파괴자 용,생물 — 용,"비행
파괴자 용이 죽을 때, 생물이 아닌 지속물을 목표로 정한다. 그 지속물을 파괴한다."
Diplomacy of the Wastes,황무지 외교,집중마법,"상대를 목표로 정한다. 그 상대는 자신의 손을 공개한다. 그중 대지가 아닌 카드 한 장을 선택한다. 그 플레이어는 그 카드를 버린다. 당신이 전사를 조종한다면, 그 플레이어는 생명 2점을 잃는다."
Dismal Backwater,음침한 소류,대지,"음침한 소류는 탭된 채로 전장에 들어온다.
음침한 소류가 전장에 들어올 때, 당신은 생명 1점을 얻는다.
{T}: {U} 또는 {B}를 당신의 마나풀에 담는다."
Douse in Gloom,우울함에 잠기다,순간마법,생물을 목표로 정한다. 우울함에 잠기다는 그 생물에게 피해 2점을 입히고 당신은 생명 2점을 얻는다.
Dragon Bell Monk,용무늬 종 수도사,생물 — 인간 승려,"경계
기량 #(당신이 생물이 아닌 주문을 발동할 때마다, 이 생물은 턴종료까지 +1/+1을 받는다.)#"
Dragonrage,용의 분노,순간마법,당신이 조종하는 공격생물 하나당 {R}를 당신의 마나풀에 담는다. 턴종료까지 당신이 조종하는 공격생물들은 "{R}: 이 생물은 턴종료까지 +1/+0을 받는다."를 얻는다.
Dragonscale General,용비늘 장군,생물 — 인간 전사,"당신의 종료단 시작에, 강화 X를 한다. X는 당신이 조종하는 탭된 생물의 수이다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 X 개를 올려놓는다.)#"
"Dromoka, the Eternal",불멸의 드로모카,전설적 생물 — 용,"비행
당신이 조종하는 용이 공격할 때마다, 강화 2를 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 두 개를 올려놓는다.)#"
Elite Scaleguard,정예 비늘경비병,생물 — 인간 병사,"정예 비늘경비병이 전장에 들어올 때, 강화 2를 한다. #(당신이 조종하는 생물 중 방어력이 가장 낮은 생물 하나를 선택한다. 그 생물에 +1/+1 카운터 두 개를 올려놓는다.)#
당신이 조종하는 생물 중 +1/+1 카운터가 올려진 생물이 공격할 때마다, 상대가 조종하는 생물을 목표로 정한다. 그 생물을 탭한다."
Enhanced Awareness,강화된 인지력,순간마법,"카드 세 장을 뽑은 후, 카드 한 장을 버린다."
Ethereal Ambush,실체없는 매복,순간마법,당신의 서고 맨 위의 카드 두 장을 구현화한다. #(카드를 구현화하려면 해당 카드를 뒷면 상태의 2/2 생물로 전장에 내려놓는다. 그 카드가 생물 카드라면 언제든 마나 비용을 지불하고 앞면 상태로 뒤집을 수 있다.)#
Fascination,매혹,집중마법,"하나를 선택한다 —
• 각 플레이어는 카드 X장을 뽑는다.
• 각 플레이어는 자신의 서고 맨 위의 카드 X장을 자신의 무덤에 넣는다."
Fearsome Awakening,무시무시한 각성,집중마법,"당신의 무덤에 있는 생물 카드를 목표로 정한다. 그 카드를 전장으로 되돌린다. 그 생물이 용이라면, 그 생물에 +1/+1 카운터 두 개를 올려놓는다."
Feral Krushok,야생 크루쇽,생물 — 야수,
Fierce Invocation,격렬한 부름,집중마법,"당신의 서고 맨 위의 카드를 구현화한 다음, 그 생물에 +1/+1 카운터 두 개를 올려놓는다. #(카드를 구현화하려면 해당 카드를 뒷면 상태의 2/2 생물로 전장에 내려놓는다. 그 카드가 생물 카드라면 언제든 마나 비용을 지불하고 앞면 상태로 뒤집을 수 있다.)#"
Flamerush Rider,화염질주 기수,생물 — 인간 전사,"화염질주 기수가 공격할 때마다, 다른 공격생물을 목표로 정한다. 그 생물의 복사본인 토큰을 탭되어 공격하는 채로 전장에 놓는다. 전투종료에 그 토큰을 추방한다.
질주 {2}{R}{R} #(당신은 질주 비용을 지불하여 이 주문을 발동할 수 있다. 당신이 그렇게 한다면, 이 지속물은 신속을 얻고 다음 종료단 시작에 전장에서 소유자의 손으로 돌아간다.)#"
Flamewake Phoenix,불에서 깨어난 불사조,생물 — 불사조,"비행, 신속
불에서 깨어난 불사조는 가능하면 매 턴마다 공격한다.
흉포 — 당신 턴의 전투 시작에, 당신이 공격력이 4 이상인 생물을 조종한다면, 당신은 {R}를 지불할 수 있다. 그렇게 한다면, 당신의 무덤에 있는 불에서 깨어난 불사조를 전장으로 되돌린다."
Formless Nurturing,무형의 보살핌,집중마법,"당신의 서고 맨 위의 카드를 구현화한 다음, 그 생물에 +1/+1 카운터 한 개를 올려놓는다. #(카드를 구현화하려면 해당 카드를 뒷면 상태의 2/2 생물로 전장에 내려놓는다. 그 카드가 생물 카드라면 언제든 마나 비용을 지불하고 앞면 상태로 뒤집을 수 있다.)#"
Friendly Fire,오인사격,순간마법,생물을 목표로 정한다. 그 생물의 조종자는 손에 있는 카드 한 장을 무작위로 공개한다. 오인사격은 그 생물과 그 플레이어에게 공개된 카드의 전환마나비용만큼의 피해를 입힌다.
Frontier Mastodon,변경 야영지 마스토돈,생물 — 코끼리,"흉포 — 당신이 공격력이 4 이상인 생물을 조종한다면, 변경 야영지 마스토돈은 +1/+1 카운터 한 개를 가진 채로 전장에 들어온다."
Frontier Siege,변경 야영지 공성,부여마법,"변경 야영지 공성이 전장에 들어오면서, 칸 또는 용을 선택한다.
• 칸 — 당신의 각 본단계 시작에, {G}{G}를 당신의 마나풀에 담는다.
• 용 — 비행이 있는 생물이 당신의 조종하에 전장에 들어올 때마다, 당신이 조종하지 않는 생물을 목표로 정한다. 당신은 두 생물이 서로 싸우도록 할 수 있다."
Frost Walker,서리괴물,생물 — 정령,"서리괴물이 주문이나 능력의 목표가 될 때, 서리괴물을 희생한다."
